COMPANY NAME,RATING,REVIEWS,PACKAGE,INDUSTRY,BENEFITS,CONS,INDIA HQ,BRANCHES,TOTAL EMPLOYEES,COMPANY TYPE,YEAR OLD
Vivanta by Taj,4.1,502,993,Hospitality,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",New Delhi,44 other locations,1k-5k  ,,23 years old
Macawber Beekay,4.2,502,1.6k,Industrial Machinery,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,Noida,57 other locations,1k-5k  ,,30 years old
Vakrangee,3.8,502,1.1k,BPO,Skill Development / Learning,Promotions / Appraisal,Mumbai,89 other locations,1k-5k  ,,14 years old
Kauvery Hospital,4,501,2k,Healthcare,"Company Culture, Work Life Balance, Work Satisfaction",,Chennai,19 other locations,501-1k  ,,50 years old
ExxonMobil,3.8,501,3.5k,Oil & Gas,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Bangalore / Bengaluru,37 other locations,5k-10k  ,,36 years old
Fenesta Building Systems,4.1,501,1.8k,Building Material,"Company Culture, Salary & Benefits, Work Life Balance",,Gurgaon / Gurugram,70 other locations,501-1k  ,,52 years old
Castrol,4.2,501,1.9k,Petrochemicals,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,Mumbai,116 other locations,1k-5k  ,Public,70 years old
QSpiders,3.7,501,1.7k,Education & Training,"Job Security, Skill Development / Learning, Company Culture",,Bangalore / Bengaluru,26 other locations,5k-10k  ,Public,36 years old
FMC Corporation,3.9,501,1.7k,Agro Chemicals,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",,Bharuch,114 other locations,1k-5k  ,Forbes Global 2000,30 years old
Emaar India Limited,3.6,500,2.3k,Real Estate,"Skill Development / Learning, Job Security, Company Culture",,Gurgaon / Gurugram,18 other locations,501-1k  ,Public,21 years old
Anudip Foundation,3.8,500,1.2k,Non-Profit,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Kolkata,61 other locations,1k-5k  ,,18 years old
Zycus Infotech,2.7,500,3.2k,Software Product,Salary & Benefits,"Promotions / Appraisal, Job Security",Mumbai,9 other locations,1k-5k  ,,28 years old
HCL Healthcare,4.6,500,903,Healthcare,"Work Life Balance, Job Security, Skill Development / Learning",,Noida,34 other locations,201-500  ,,138 years old
Uttar Pradesh Power Corporation,3.9,499,1.2k,Power,"Company Culture, Salary & Benefits, Work Life Balance",,Lucknow,88 other locations,501-1k  ,,142 years old
Allianz Partners,3.7,499,2.5k,Insurance,"Work Life Balance, Job Security, Skill Development / Learning",,Gurgaon / Gurugram,17 other locations,201-500  ,,138 years old
BOBCARD Ltd.,4.2,499,1.3k,Financial Services,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Mumbai,103 other locations,501-1k  ,,63 years old
HCL Healthcare,4.6,500,903,Healthcare,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Noida,34 other locations,1k-5k  ,,18 years old
Wockhardt Hospital,4,499,1.6k,Healthcare,"Job Security, Company Culture, Work Life Balance",,Mumbai,27 other locations,201-500  ,,16 years old
Coats,3.7,499,1.8k,Fashion & Textile,"Skill Development / Learning, Company Culture, Job Security",,Bangalore / Bengaluru,53 other locations,5k-10k  ,,28 years old
Country Delight,3.9,499,2.2k,Food Processing,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Gurgaon / Gurugram,34 other locations,201-500  ,,16 years old
Cuemath,3.6,498,1.9k,EdTech,"Salary & Benefits, Company Culture",,Bangalore / Bengaluru,22 other locations,501-1k  ,Public,41 years old
Future Lifestyle Fashion,4.2,497,1.6k,Retail,"Job Security, Salary & Benefits",,Bangalore / Bengaluru,63 other locations,1k-5k  ,,36 years old
Legrand,3.7,497,2.1k,Electrical Equipment,"Promotions / Appraisal, Salary & Benefits, Job Security",,Mumbai,57 other locations,1k-5k  ,,26 years old
Ralson Tyres Limited,3.6,497,2k,Auto Components,"Job Security, Skill Development / Learning","Company Culture, Salary & Benefits, Work Life Balance",Ludhiana,52 other locations,1k-5k  ,,32 years old
Williams Lea,3.6,498,3k,BPO,"Company Culture, Salary & Benefits, Skill Development / Learning",,Chennai,18 other locations,1k-5k  ,,30 years old
Metalman Auto,3.9,497,1.9k,Auto Components,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,Aurangabad,21 other locations,501-1k  ,,31 years old
Insuremile,4.8,497,64,Internet,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",,Bangalore / Bengaluru,12 other locations,1k-5k  ,,16 years old
Tradeshala,4.5,496,31,Education & Training,,,Bangalore / Bengaluru,7 other locations,1k-5k  ,,14 years old
Satyam Auto Components,3.9,496,2.2k,Auto Components,Job Security,Promotions / Appraisal,Gurgaon / Gurugram,25 other locations,1k-5k  ,,28 years old
Wow Momo Foods,3.5,495,1.7k,FMCG,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Kolkata,47 other locations,201-500  ,Public,57 years old
Bharat Gears,4.1,495,2k,Auto Components,"Company Culture, Job Security, Salary & Benefits",,Faridabad,23 other locations,1k-5k  ,,17 years old
V.S.T Tillers Tractors,3.5,495,1.7k,Industrial Machinery,"Salary & Benefits, Promotions / Appraisal, Company Culture",,Bangalore / Bengaluru,56 other locations,1k-5k  ,,23 years old
Amar Ujala,4,496,1.7k,Printing & Publishing,"Job Security, Skill Development / Learning, Company Culture",,Noida,52 other locations,1k-5k  ,,30 years old
Nivea,4.1,494,1.7k,Beauty & Personal Care,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",Mumbai,67 other locations,1k-5k  ,Public,69 years old
Mobile Programming,2.9,494,3.5k,IT Services & Consulting,Work Life Balance,Promotions / Appraisal,Bangalore / Bengaluru,23 other locations,10k-50k  ,,30 years old
BharatMatrimony.com,3.8,493,1.4k,Internet,Job Security,"Promotions / Appraisal, Salary & Benefits",Chennai,31 other locations,1k-5k  ,,36 years old
Enco Engineers Combine,3.5,493,1.5k,Auto Components,"Company Culture, Work Satisfaction, Skill Development / Learning",,Gurgaon / Gurugram,17 other locations,501-1k  ,, 
Cairn Energy,3.6,493,2.9k,Oil & Gas,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,Barmer,29 other locations,1k-5k  ,Forbes Global 2000,188 years old
Ambit Finvest,4,494,1.7k,NBFC,"Promotions / Appraisal, Work Satisfaction",,Mumbai,99 other locations,1k-5k  ,,49 years old
Micron Electricals,4,493,2.2k,Engineering & Construction,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Bangalore / Bengaluru,18 other locations,1k-5k  ,,21 years old
DFM Foods,4,493,1.6k,FMCG,Promotions / Appraisal,,New Delhi,76 other locations,1k-5k  ,Conglomerate,22 years old
Metriqe Solutions,4,493,1.2k,BPO,"Work Life Balance, Company Culture",Promotions / Appraisal,Chennai,5 other locations,501-1k  ,,29 years old
HealthifyMe,2.8,492,1.6k,Internet,"Promotions / Appraisal, Job Security, Salary & Benefits",,Bangalore / Bengaluru,18 other locations,201-500  ,,16 years old
Ministry of Defence,4.3,492,1.8k,Government,"Company Culture, Work Life Balance, Salary & Benefits",,New Delhi,74 other locations,501-1k  ,,15 years old
Hero Cycles,3.3,492,1.8k,Automobile,"Skill Development / Learning, Company Culture, Job Security",,Ludhiana,46 other locations,501-1k  ,,16 years old
Macquarie Group,3.3,491,4.4k,Financial Services,"Work Life Balance, Skill Development / Learning",,Gurgaon / Gurugram,16 other locations,1k-5k  ,,24 years old
Webskitters,4.1,491,754,IT Services & Consulting,"Job Security, Skill Development / Learning, Company Culture",,Kolkata,4 other locations,501-1k  ,,69 years old
Welspun Enterprises,4.1,491,1.7k,Engineering & Construction,"Salary & Benefits, Promotions / Appraisal, Company Culture",,Mumbai,47 other locations,501-1k  ,Public,39 years old
Go First,3.8,490,2k,Aviation,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Mumbai,34 other locations,501-1k  ,,53 years old
AT&T,3.8,491,4.3k,Telecom,Salary & Benefits,"Job Security, Promotions / Appraisal",Bangalore / Bengaluru,18 other locations,,nan, 
Saud Bahwan Group,3.4,489,982,Automobile,"Salary & Benefits, Company Culture, Skill Development / Learning",,Muscat,25 other locations,1k-5k  ,,13 years old
Propertypistol Realty,3.5,489,2k,Internet,"Work Life Balance, Company Culture, Job Security",,Mumbai,25 other locations,1k-5k  ,Public,35 years old
Belstar Microfinance,4,489,1.3k,NBFC,Work Life Balance,Promotions / Appraisal,Chennai,187 other locations,1k-5k  ,Central,76 years old
Voltech,3.5,489,1.6k,Electrical Equipment,"Work Life Balance, Company Culture, Job Security",,Chennai,44 other locations,1k-5k  ,Public,35 years old
Trimax IT Infrastructure Services,3.4,488,1.1k,IT Services & Consulting,"Company Culture, Salary & Benefits, Skill Development / Learning",,Mumbai,71 other locations,  ,, 
Hindusthan National Glass,3.7,488,2k,Packaging,"Work Life Balance, Job Security, Company Culture",,Kolkata,21 other locations,10k-50k  ,,81 years old
Regalix,2.9,487,2.7k,Marketing & Advertising,"Skill Development / Learning, Job Security, Company Culture",,Hyderabad / Secunderabad,7 other locations,1k-5k  ,Fortune India 500,26 years old
Hafele,3.9,487,2.1k,Furniture & Furnishing,"Work Life Balance, Company Culture, Work Satisfaction",,Mumbai,44 other locations,1k-5k  ,,67 years old
PEGATRON,3.8,487,2k,Electronics Manufacturing,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Chennai,13 other locations,1k-5k  ,,28 years old
My Home Constructions,4.2,487,2k,Real Estate,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Hyderabad / Secunderabad,18 other locations,10k-50k  ,Forbes Global 2000,118 years old
Magma General Insurance Limited,3.7,488,2.1k,Insurance,"Job Security, Promotions / Appraisal, Work Life Balance",,Mumbai,84 other locations,1k-5k  ,Startup,12 years old
Pepperfry,3.2,486,2k,Furniture & Furnishing,"Work Life Balance, Skill Development / Learning, Company Culture",,Mumbai,36 other locations,501-1k  ,Public,30 years old
Poorvika Mobiles,3.9,486,1.6k,Retail,"Promotions / Appraisal, Work Life Balance, Salary & Benefits",,Chennai,59 other locations,201-500  ,,34 years old
Nelito System,3.4,485,2.5k,IT Services & Consulting,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,Mumbai,41 other locations,501-1k  ,Public,50 years old
Metro Group of Hospitals,3.8,485,1.2k,Healthcare,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",,New Delhi,31 other locations,1k-5k  ,,21 years old
NMDC Limited,4.3,484,1.9k,Metals & Mining,"Salary & Benefits, Work Life Balance, Job Security",Promotions / Appraisal,Jagdalpur,39 other locations,1k-5k  ,Forbes Global 2000,113 years old
Sadbhav Engineering,4.3,484,1.3k,Engineering & Construction,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal,Ahmedabad,66 other locations,501-1k  ,,185 years old
Chemplast Sanmar,3.5,484,2.2k,Chemicals,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",,Salem,19 other locations,1k-5k  ,Public,40 years old
Suprajit Engineering,3.9,484,2.3k,Auto Components,Job Security,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",Bangalore / Bengaluru,37 other locations,Noida +11 more,nan, 
Pace Setters Business Solutions,3.4,486,1.2k,BPO,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Mumbai,24 other locations,1k-5k  ,,8 years old
Tuaman Engineering,4.2,484,1.5k,Engineering & Construction,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,Kolkata,35 other locations,1k-5k  ,Public,31 years old
Medikabazaar,4.4,484,902,Medical Equipment,"Salary & Benefits, Skill Development / Learning, Work Satisfaction",,Mumbai,31 other locations,51-200  ,, 
Hitachi Cash Management Services,3.4,483,1.2k,Other,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Mumbai,89 other locations,501-1k  ,Public,32 years old
LearningMate Solutions,3.2,483,3.4k,EdTech,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,Mumbai,12 other locations,1k-5k  ,,50 years old
Emerson Electric Co.,4,483,3.1k,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,Pune,24 other locations,1k-5k  ,,48 years old
Lotus Herbals Private Limited,4.1,483,1.4k,Beauty & Personal Care,"Promotions / Appraisal, Job Security, Work Satisfaction",,New Delhi,68 other locations,501-1k  ,Startup,9 years old
Lulu International Shopping Mall,3.9,483,2.2k,Retail,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Lucknow,38 other locations,1k-5k  ,,13 years old
FinThrive,3.6,483,1.5k,Analytics & KPO,"Skill Development / Learning, Job Security, Company Culture",,Chennai,8 other locations,1k-5k  ,,29 years old
Nippon Life India Asset Management,4.4,484,1.5k,Financial Services,Promotions / Appraisal,,Mumbai,142 other locations,201-500  ,,78 years old
Sanmina Sci,4.1,483,2.6k,Electronics Manufacturing,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",,Chennai,14 other locations,501-1k  ,,41 years old
Ivrcl Infrastructures & Projects,4.2,481,822,Engineering & Construction,Promotions / Appraisal,,Hyderabad / Secunderabad,53 other locations,1k-5k  ,Public,46 years old
Pitti Engineering,3.9,481,1.9k,Industrial Machinery,"Work Life Balance, Work Satisfaction, Company Culture",,Hyderabad / Secunderabad,11 other locations,1k-5k  ,,21 years old
Rakuten,3.5,482,5k,IT Services & Consulting,"Promotions / Appraisal, Job Security, Salary & Benefits",,Bangalore / Bengaluru,10 other locations,1k-5k  ,Startup,9 years old
Techwave Consulting,3.7,481,3.5k,IT Services & Consulting,"Job Security, Work Satisfaction, Company Culture",,Hyderabad / Secunderabad,4 other locations,201-500  ,Startup,5 years old
RSB Transmissions,4,481,1.9k,Industrial Machinery,"Company Culture, Skill Development / Learning, Work Satisfaction",,Pune,23 other locations,1k-5k  ,,37 years old
Kokilaben Dhirubhai Ambani Hospital,3.7,481,1.6k,Healthcare,"Promotions / Appraisal, Job Security",,Mumbai,20 other locations,1k-5k  ,,30 years old
Spectrum Talent Management,3.5,480,1.9k,Recruitment,"Work Life Balance, Skill Development / Learning, Salary & Benefits",,Noida,79 other locations,501-1k  ,,31 years old
QHTalbros,3.6,480,1.4k,Auto Components,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits",Gurgaon / Gurugram,26 other locations,501-1k  ,Fortune India 500,57 years old
Hamdard,4,480,1.3k,FMCG,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,New Delhi,74 other locations,201-500  ,,19 years old
Brigade Group,4.1,480,2.5k,Real Estate,"Job Security, Work Life Balance, Company Culture",,Bangalore / Bengaluru,10 other locations,1k-5k  ,,2024 years old
GUS Education India,3.1,480,2k,Education & Training,Skill Development / Learning,,Hyderabad / Secunderabad,8 other locations,201-500  ,,9 years old
RapiPay,3.6,480,1.6k,FinTech,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Noida,103 other locations,501-1k  ,,63 years old
Vyapar,3.4,477,1.8k,Software Product,"Job Security, Skill Development / Learning, Company Culture",,Bangalore / Bengaluru,38 other locations,201-500  ,,17 years old
Value Point Systems,3.5,479,2.1k,IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",,Bangalore / Bengaluru,43 other locations,5k-10k   (Global),,37 years old
Cadbury,4.3,479,918,Food Processing,"Job Security, Work Life Balance, Company Culture",,Mumbai,110 other locations,1k-5k  ,,33 years old
Varuna Integrated Logistics,3.7,480,1.6k,Logistics,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",,Gurgaon / Gurugram,53 other locations,1k-5k  ,Public,21 years old
Deloitte Digital,3.8,479,3k,IT Services & Consulting,"Work Life Balance, Company Culture, Salary & Benefits",,Bangalore / Bengaluru,27 other locations,1k-5k  ,,21 years old
Alight Solutions,3.4,479,2.5k,IT Services & Consulting,"Promotions / Appraisal, Job Security",,Kochi,14 other locations,1k-5k  ,,25 years old
NJ India Invest,3.7,479,1k,Financial Services,"Promotions / Appraisal, Job Security, Skill Development / Learning",,Surat,79 other locations,501-1k  ,,26 years old
F1 Info Solutions and Services,3.7,478,1.2k,IT Services & Consulting,"Job Security, Promotions / Appraisal, Salary & Benefits",,Noida,45 other locations,1k-5k  ,,20 years old
OutworX,3.5,478,2k,IT Services & Consulting,"Work Satisfaction, Skill Development / Learning, Job Security",Promotions / Appraisal,Pune,40 other locations,1k-5k  ,,44 years old
Indecomm Global Services,3.9,477,2.6k,IT Services & Consulting,"Job Security, Company Culture, Work Life Balance",,Bangalore / Bengaluru,13 other locations,,nan, 
Innovaccer,3.5,477,3.2k,Software Product,Salary & Benefits,,Noida,8 other locations,201-500  ,,20 years old
Great Learning,3.6,477,3.6k,EdTech,"Job Security, Work Life Balance, Company Culture",,Bangalore / Bengaluru,12 other locations,201-500  ,,101 years old
Adda 247,3.8,477,1.7k,EdTech,"Skill Development / Learning, Company Culture, Work Satisfaction",,Gurgaon / Gurugram,22 other locations,5k-10k  ,,49 years old
